Algorithm,Local Noise,Comm Noise Mult,Strategy,CAT Error,tp Error
wstate_indep_6q,0.02,1.1,local,0.9666666666666667,1.1666666666666667
wstate_indep_6q,0.02,1.1,no,1.1466666666666667,1.105
wstate_indep_6q,0.02,1.2,global,1.0533333333333335,1.1300000000000001
wstate_indep_6q,0.02,1.2,local,1.0266666666666666,1.135
wstate_indep_6q,0.02,1.2,no,1.1433333333333333,1.1516666666666666
wstate_indep_7q,0.001,1.0,global,1.0333333333333334,0.8433333333333334
wstate_indep_7q,0.001,1.0,local,0.9466666666666667,0.7233333333333333
wstate_indep_7q,0.001,1.0,no,0.8233333333333334,0.8366666666666668
wstate_indep_7q,0.001,1.1,global,0.9700000000000001,0.8533333333333334
wstate_indep_7q,0.001,1.1,local,1.0233333333333334,0.7200000000000001
wstate_indep_7q,0.001,1.1,no,0.785,0.8316666666666667
wstate_indep_7q,0.001,1.2,global,0.9833333333333334,0.8416666666666668
wstate_indep_7q,0.001,1.2,local,1.0266666666666666,0.7033333333333335
wstate_indep_7q,0.001,1.2,no,0.8650000000000001,0.86
wstate_indep_7q,0.005,1.0,global,0.9633333333333333,0.8466666666666667
wstate_indep_7q,0.005,1.0,local,1.02,0.6633333333333332
wstate_indep_7q,0.005,1.0,no,0.8816666666666667,0.8266666666666667
wstate_indep_7q,0.005,1.1,global,1.09,0.8583333333333334
wstate_indep_7q,0.005,1.1,local,1.02,0.7766666666666667
wstate_indep_7q,0.005,1.1,no,0.8533333333333334,0.7866666666666666
wstate_indep_7q,0.005,1.2,global,1.0133333333333334,0.8933333333333334
wstate_indep_7q,0.005,1.2,local,0.9466666666666668,0.75
wstate_indep_7q,0.005,1.2,no,0.8216666666666667,0.8716666666666667
wstate_indep_7q,0.01,1.0,global,1.0233333333333334,0.8816666666666667
wstate_indep_7q,0.01,1.0,local,0.9266666666666667,0.68
wstate_indep_7q,0.01,1.0,no,0.8533333333333334,0.8666666666666667
wstate_indep_7q,0.01,1.1,global,0.8966666666666668,0.8566666666666668
wstate_indep_7q,0.01,1.1,local,0.9966666666666667,0.6966666666666667
wstate_indep_7q,0.01,1.1,no,0.8416666666666667,0.8649999999999999
wstate_indep_7q,0.01,1.2,global,0.9633333333333333,0.9016666666666667
wstate_indep_7q,0.01,1.2,local,0.9700000000000001,0.7299999999999999
wstate_indep_7q,0.01,1.2,no,0.8033333333333333,0.8816666666666667
wstate_indep_7q,0.015,1.0,global,1.0166666666666666,0.8283333333333333
wstate_indep_7q,0.015,1.0,local,0.96,0.7366666666666667
wstate_indep_7q,0.015,1.0,no,0.8633333333333333,0.8433333333333334
wstate_indep_7q,0.015,1.1,global,0.9666666666666667,0.8283333333333333
wstate_indep_7q,0.015,1.1,local,1.03,0.6866666666666666
wstate_indep_7q,0.015,1.1,no,0.8783333333333334,0.8066666666666666
wstate_indep_7q,0.015,1.2,global,1.03,0.8816666666666667
wstate_indep_7q,0.015,1.2,local,0.9366666666666666,0.8300000000000001
wstate_indep_7q,0.015,1.2,no,0.91,0.87
wstate_indep_7q,0.02,1.0,global,1.0166666666666666,0.9066666666666667
wstate_indep_7q,0.02,1.0,local,1.0166666666666666,0.75
wstate_indep_7q,0.02,1.0,no,0.8483333333333333,0.8566666666666668
wstate_indep_7q,0.02,1.1,global,1.0266666666666666,0.9249999999999999
wstate_indep_7q,0.02,1.1,local,0.9966666666666667,0.73
wstate_indep_7q,0.02,1.1,no,0.8833333333333333,0.89
wstate_indep_7q,0.02,1.2,global,1.0566666666666666,0.9183333333333333
wstate_indep_7q,0.02,1.2,local,0.9733333333333333,0.7200000000000001
wstate_indep_7q,0.02,1.2,no,0.8466666666666667,0.8366666666666668
wstate_indep_8q,0.001,1.0,global,0.96,1.1383333333333334
wstate_indep_8q,0.001,1.0,local,1.06,1.1633333333333333
wstate_indep_8q,0.001,1.0,no,1.1733333333333333,1.1266666666666667
wstate_indep_8q,0.001,1.1,global,0.9833333333333334,1.1383333333333334
wstate_indep_8q,0.001,1.1,local,1.0333333333333334,1.2
wstate_indep_8q,0.001,1.1,no,1.1616666666666668,1.1916666666666667
wstate_indep_8q,0.001,1.2,global,1.0133333333333334,1.1500000000000001
wstate_indep_8q,0.001,1.2,local,1.0133333333333334,1.18
wstate_indep_8q,0.001,1.2,no,1.1500000000000001,1.185
wstate_indep_8q,0.005,1.0,global,1.0933333333333335,1.1366666666666667
wstate_indep_8q,0.005,1.0,local,1.0066666666666666,1.1883333333333332
wstate_indep_8q,0.005,1.0,no,1.1416666666666666,1.1500000000000001
wstate_indep_8q,0.005,1.1,global,0.9333333333333332,1.1500000000000001
wstate_indep_8q,0.005,1.1,local,1.0433333333333332,1.1383333333333334
wstate_indep_8q,0.005,1.1,no,1.155,1.1616666666666666
wstate_indep_8q,0.005,1.2,global,0.9766666666666666,1.1866666666666668
wstate_indep_8q,0.005,1.2,local,0.9133333333333334,1.18
wstate_indep_8q,0.005,1.2,no,1.1866666666666668,1.1783333333333335
wstate_indep_8q,0.01,1.0,global,1.03,1.1733333333333333
wstate_indep_8q,0.01,1.0,local,1.0333333333333334,1.1983333333333335
wstate_indep_8q,0.01,1.0,no,1.1583333333333334,1.1816666666666666
wstate_indep_8q,0.01,1.1,global,1.0133333333333334,1.1433333333333333
wstate_indep_8q,0.01,1.1,local,0.9800000000000001,1.145
wstate_indep_8q,0.01,1.1,no,1.1033333333333333,1.1566666666666665
wstate_indep_8q,0.01,1.2,global,1.0233333333333332,1.1383333333333334
wstate_indep_8q,0.01,1.2,local,1.0466666666666666,1.165
wstate_indep_8q,0.01,1.2,no,1.18,1.1583333333333332
wstate_indep_8q,0.015,1.0,global,1.1233333333333333,1.0866666666666667
wstate_indep_8q,0.015,1.0,local,1.0066666666666666,1.1833333333333333
wstate_indep_8q,0.015,1.0,no,1.09,1.1300000000000001
wstate_indep_8q,0.015,1.1,global,1.0333333333333334,1.1533333333333333
wstate_indep_8q,0.015,1.1,local,0.9666666666666667,1.1683333333333332
wstate_indep_8q,0.015,1.1,no,1.1783333333333335,1.0933333333333335
wstate_indep_8q,0.015,1.2,global,0.9633333333333334,1.14
wstate_indep_8q,0.015,1.2,local,0.9900000000000001,1.1266666666666667
wstate_indep_8q,0.015,1.2,no,1.1433333333333333,1.1316666666666666
wstate_indep_8q,0.02,1.0,global,1.09,1.1583333333333334
wstate_indep_8q,0.02,1.0,local,0.9700000000000001,1.1516666666666666
wstate_indep_8q,0.02,1.0,no,1.1216666666666668,1.1066666666666667
wstate_indep_8q,0.02,1.1,global,1.0033333333333332,1.1583333333333334
wstate_indep_8q,0.02,1.1,local,1.0,1.1566666666666667
wstate_indep_8q,0.02,1.1,no,1.1216666666666668,1.155
wstate_indep_8q,0.02,1.2,global,0.9266666666666667,1.1533333333333333
wstate_indep_8q,0.02,1.2,local,0.9466666666666667,1.1566666666666667
wstate_indep_8q,0.02,1.2,no,1.1816666666666666,1.1683333333333332
wstate_indep_9q,0.001,1.0,global,1.01,0.9733333333333333
wstate_indep_9q,0.001,1.0,local,1.0033333333333332,0.9566666666666667
wstate_indep_9q,0.001,1.0,no,1.0233333333333332,1.0050000000000001
wstate_indep_9q,0.001,1.1,global,0.9666666666666667,0.9966666666666667
wstate_indep_9q,0.001,1.1,local,1.01,0.9666666666666667
wstate_indep_9q,0.001,1.1,no,0.9583333333333334,0.96
wstate_indep_9q,0.001,1.2,global,0.93,1.005
wstate_indep_9q,0.001,1.2,local,1.0133333333333332,0.9966666666666666
wstate_indep_9q,0.001,1.2,no,0.9783333333333334,0.9783333333333332
wstate_indep_9q,0.005,1.0,global,1.0866666666666667,1.0166666666666666
wstate_indep_9q,0.005,1.0,local,0.9533333333333333,1.0133333333333334
wstate_indep_9q,0.005,1.0,no,0.9616666666666666,1.02
wstate_indep_9q,0.005,1.1,global,0.9733333333333333,1.0033333333333332
wstate_indep_9q,0.005,1.1,local,1.05,0.98
wstate_indep_9q,0.005,1.1,no,1.0233333333333332,1.0233333333333334
wstate_indep_9q,0.005,1.2,global,0.9466666666666667,1.0283333333333333
wstate_indep_9q,0.005,1.2,local,1.0266666666666666,0.9966666666666667
wstate_indep_9q,0.005,1.2,no,1.0166666666666666,0.9883333333333333
wstate_indep_9q,0.01,1.0,global,1.0066666666666666,0.985
wstate_indep_9q,0.01,1.0,local,0.9866666666666667,0.9883333333333333
wstate_indep_9q,0.01,1.0,no,0.9883333333333333,0.9966666666666666
wstate_indep_9q,0.01,1.1,global,0.9366666666666665,1.0166666666666666
wstate_indep_9q,0.01,1.1,local,1.0666666666666667,0.9916666666666667
wstate_indep_9q,0.01,1.1,no,0.9783333333333332,1.0
wstate_indep_9q,0.01,1.2,global,1.0433333333333332,1.0283333333333333
wstate_indep_9q,0.01,1.2,local,1.0633333333333335,1.0333333333333334
wstate_indep_9q,0.01,1.2,no,1.0066666666666666,1.0133333333333334
wstate_indep_9q,0.015,1.0,global,0.9966666666666667,0.96
wstate_indep_9q,0.015,1.0,local,1.0066666666666666,1.0283333333333333
wstate_indep_9q,0.015,1.0,no,0.9983333333333332,1.0116666666666665
wstate_indep_9q,0.015,1.1,global,1.0533333333333335,0.9633333333333333
wstate_indep_9q,0.015,1.1,local,0.9233333333333333,0.9966666666666666
wstate_indep_9q,0.015,1.1,no,0.9683333333333333,0.9733333333333333
wstate_indep_9q,0.015,1.2,global,1.03,0.9416666666666668
wstate_indep_9q,0.015,1.2,local,1.0233333333333332,1.01
wstate_indep_9q,0.015,1.2,no,1.0433333333333332,0.9683333333333334
wstate_indep_9q,0.02,1.0,global,0.9566666666666666,0.9899999999999999
wstate_indep_9q,0.02,1.0,local,1.03,0.9583333333333334
wstate_indep_9q,0.02,1.0,no,0.96,1.0333333333333334
wstate_indep_9q,0.02,1.1,global,1.0199999999999998,0.91
wstate_indep_9q,0.02,1.1,local,1.09,1.0366666666666668
wstate_indep_9q,0.02,1.1,no,0.995,0.995
wstate_indep_9q,0.02,1.2,global,1.0266666666666666,0.9316666666666666
wstate_indep_9q,0.02,1.2,local,1.0233333333333334,1.0133333333333334
wstate_indep_9q,0.02,1.2,no,1.0050000000000001,0.945
