origin,strategy,communication_noise_multiplier,local_noise,communication_primitive,num_qubits,circuit_depth,partitioned_depth,num_partitions_requested,num_partitions_tested,noise_free_expectation,noisy_expectation,zne_expectation,noisy_error,zne_error,error_reduction,partition_time,shots,seed
dj_indep_8q,local,1.0,0.001,cat,8,9,23,4,4,0.02,0.09,0.074,0.0699999999999999,0.0539999999999999,0.2285714285714284,0.0023550987243652,200,
dj_indep_8q,local,1.0,0.001,cat,8,9,23,6,6,-0.02,-0.03,0.0119999999999998,0.0099999999999999,0.0319999999999998,-2.199999999999992,0.0027301311492919,200,
dj_indep_8q,local,1.1,0.001,cat,8,9,16,2,2,-0.08,-0.03,-0.0199999999999999,0.05,0.06,-0.1999999999999999,0.0022089481353759,200,
dj_indep_8q,local,1.1,0.001,cat,8,9,23,4,4,0.08,-0.09,0.2459999999999999,0.17,0.1659999999999999,0.0235294117647062,0.0023651123046875,200,
dj_indep_8q,local,1.1,0.001,cat,8,9,23,6,6,0.01,-0.13,-0.0579999999999999,0.14,0.0679999999999999,0.5142857142857147,0.0027530193328857,200,
dj_indep_8q,local,1.2,0.001,cat,8,9,16,2,2,-0.02,0.04,-0.032,0.06,0.012,0.7999999999999999,0.0020492076873779,200,
dj_indep_8q,local,1.2,0.001,cat,8,9,23,4,4,0.06,0.03,-0.0599999999999999,0.03,0.12,-2.9999999999999964,0.0023510456085205,200,
dj_indep_8q,local,1.2,0.001,cat,8,9,23,6,6,-0.02,0.01,-0.2499999999999999,0.03,0.2299999999999998,-6.666666666666655,0.0027298927307128,200,
dj_indep_8q,local,1.0,0.005,cat,8,9,16,2,2,0.05,0.0699999999999999,-0.016,0.0199999999999999,0.066,-2.300000000000015,0.0020689964294433,200,
dj_indep_8q,local,1.0,0.005,cat,8,9,23,4,4,0.01,-0.06,0.008,0.07,0.0019999999999999,0.9714285714285716,0.0023660659790039,200,
dj_indep_8q,local,1.0,0.005,cat,8,9,23,6,6,-0.01,-0.03,-0.022,0.0199999999999999,0.012,0.3999999999999981,0.0027239322662353,200,
dj_indep_8q,local,1.1,0.005,cat,8,9,16,2,2,0.03,9.54097911787244e-18,-0.0139999999999999,0.03,0.044,-0.4666666666666658,0.0020577907562255,200,
